o_bor,d_bor,occ_type,count,is_prof
Haringey,Hillingdon,8_machine_operatives,20,FALSE
Haringey,Hillingdon,9_elementary,58,FALSE
Haringey,Hounslow,1_managers_senior,60,TRUE
Haringey,Hounslow,2_professional,108,TRUE
Haringey,Hounslow,3_associate_professional,151,TRUE
Haringey,Hounslow,4_administrative,34,FALSE
Haringey,Hounslow,5_trade,20,FALSE
Haringey,Hounslow,6_caring_leisure,19,FALSE
Haringey,Hounslow,7_sales_customer,26,FALSE
Haringey,Hounslow,8_machine_operatives,12,FALSE
Haringey,Hounslow,9_elementary,31,FALSE
Haringey,Islington,1_managers_senior,1024,TRUE
Haringey,Islington,2_professional,2650,TRUE
Haringey,Islington,3_associate_professional,1655,TRUE
Haringey,Islington,4_administrative,1065,FALSE
Haringey,Islington,5_trade,448,FALSE
Haringey,Islington,6_caring_leisure,696,FALSE
Haringey,Islington,7_sales_customer,621,FALSE
Haringey,Islington,8_machine_operatives,249,FALSE
Haringey,Islington,9_elementary,799,FALSE
Haringey,Kensington and Chelsea,1_managers_senior,307,TRUE
Haringey,Kensington and Chelsea,2_professional,445,TRUE
Haringey,Kensington and Chelsea,3_associate_professional,331,TRUE
Haringey,Kensington and Chelsea,4_administrative,207,FALSE
Haringey,Kensington and Chelsea,5_trade,153,FALSE
Haringey,Kensington and Chelsea,6_caring_leisure,196,FALSE
Haringey,Kensington and Chelsea,7_sales_customer,291,FALSE
Haringey,Kensington and Chelsea,8_machine_operatives,47,FALSE
Haringey,Kensington and Chelsea,9_elementary,314,FALSE
Haringey,Kingston upon Thames,1_managers_senior,7,TRUE
Haringey,Kingston upon Thames,2_professional,41,TRUE
Haringey,Kingston upon Thames,3_associate_professional,10,TRUE
Haringey,Kingston upon Thames,4_administrative,6,FALSE
Haringey,Kingston upon Thames,5_trade,1,FALSE
Haringey,Kingston upon Thames,6_caring_leisure,3,FALSE
Haringey,Kingston upon Thames,7_sales_customer,4,FALSE
Haringey,Kingston upon Thames,8_machine_operatives,0,FALSE
Haringey,Kingston upon Thames,9_elementary,5,FALSE
Haringey,Lambeth,1_managers_senior,175,TRUE
Haringey,Lambeth,2_professional,433,TRUE
Haringey,Lambeth,3_associate_professional,315,TRUE
Haringey,Lambeth,4_administrative,211,FALSE
Haringey,Lambeth,5_trade,61,FALSE
Haringey,Lambeth,6_caring_leisure,66,FALSE
Haringey,Lambeth,7_sales_customer,82,FALSE
Haringey,Lambeth,8_machine_operatives,35,FALSE
Haringey,Lambeth,9_elementary,185,FALSE
Haringey,Lewisham,1_managers_senior,23,TRUE
Haringey,Lewisham,2_professional,68,TRUE
Haringey,Lewisham,3_associate_professional,30,TRUE
Haringey,Lewisham,4_administrative,12,FALSE
Haringey,Lewisham,5_trade,16,FALSE
Haringey,Lewisham,6_caring_leisure,24,FALSE
Haringey,Lewisham,7_sales_customer,12,FALSE
Haringey,Lewisham,8_machine_operatives,12,FALSE
Haringey,Lewisham,9_elementary,25,FALSE
Haringey,Merton,1_managers_senior,20,TRUE
Haringey,Merton,2_professional,43,TRUE
Haringey,Merton,3_associate_professional,30,TRUE
Haringey,Merton,4_administrative,20,FALSE
Haringey,Merton,5_trade,21,FALSE
Haringey,Merton,6_caring_leisure,12,FALSE
Haringey,Merton,7_sales_customer,16,FALSE
Haringey,Merton,8_machine_operatives,5,FALSE
Haringey,Merton,9_elementary,18,FALSE
Haringey,Newham,1_managers_senior,72,TRUE
Haringey,Newham,2_professional,234,TRUE
Haringey,Newham,3_associate_professional,77,TRUE
Haringey,Newham,4_administrative,96,FALSE
Haringey,Newham,5_trade,46,FALSE
Haringey,Newham,6_caring_leisure,67,FALSE
Haringey,Newham,7_sales_customer,57,FALSE
Haringey,Newham,8_machine_operatives,61,FALSE
Haringey,Newham,9_elementary,131,FALSE
Haringey,Redbridge,1_managers_senior,49,TRUE
Haringey,Redbridge,2_professional,127,TRUE
Haringey,Redbridge,3_associate_professional,38,TRUE
Haringey,Redbridge,4_administrative,36,FALSE
Haringey,Redbridge,5_trade,27,FALSE
Haringey,Redbridge,6_caring_leisure,45,FALSE
Haringey,Redbridge,7_sales_customer,38,FALSE
Haringey,Redbridge,8_machine_operatives,35,FALSE
Haringey,Redbridge,9_elementary,29,FALSE
Haringey,Richmond upon Thames,1_managers_senior,27,TRUE
Haringey,Richmond upon Thames,2_professional,60,TRUE
Haringey,Richmond upon Thames,3_associate_professional,50,TRUE
Haringey,Richmond upon Thames,4_administrative,12,FALSE
Haringey,Richmond upon Thames,5_trade,15,FALSE
Haringey,Richmond upon Thames,6_caring_leisure,12,FALSE
Haringey,Richmond upon Thames,7_sales_customer,24,FALSE
Haringey,Richmond upon Thames,8_machine_operatives,6,FALSE
Haringey,Richmond upon Thames,9_elementary,28,FALSE
Haringey,Southwark,1_managers_senior,296,TRUE
Haringey,Southwark,2_professional,860,TRUE
Haringey,Southwark,3_associate_professional,544,TRUE
Haringey,Southwark,4_administrative,280,FALSE
Haringey,Southwark,5_trade,96,FALSE
Haringey,Southwark,6_caring_leisure,80,FALSE
Haringey,Southwark,7_sales_customer,117,FALSE
Haringey,Southwark,8_machine_operatives,78,FALSE
Haringey,Southwark,9_elementary,231,FALSE
Haringey,Sutton,1_managers_senior,7,TRUE
Haringey,Sutton,2_professional,15,TRUE
Haringey,Sutton,3_associate_professional,7,TRUE
Haringey,Sutton,4_administrative,4,FALSE
Haringey,Sutton,5_trade,10,FALSE
Haringey,Sutton,6_caring_leisure,7,FALSE
Haringey,Sutton,7_sales_customer,4,FALSE
Haringey,Sutton,8_machine_operatives,3,FALSE
Haringey,Sutton,9_elementary,15,FALSE
Haringey,Tower Hamlets,1_managers_senior,449,TRUE
Haringey,Tower Hamlets,2_professional,1073,TRUE
Haringey,Tower Hamlets,3_associate_professional,616,TRUE
Haringey,Tower Hamlets,4_administrative,356,FALSE
Haringey,Tower Hamlets,5_trade,145,FALSE
Haringey,Tower Hamlets,6_caring_leisure,131,FALSE
Haringey,Tower Hamlets,7_sales_customer,164,FALSE
Haringey,Tower Hamlets,8_machine_operatives,51,FALSE
Haringey,Tower Hamlets,9_elementary,302,FALSE
Haringey,Waltham Forest,1_managers_senior,103,TRUE
Haringey,Waltham Forest,2_professional,310,TRUE
Haringey,Waltham Forest,3_associate_professional,150,TRUE
Haringey,Waltham Forest,4_administrative,130,FALSE
Haringey,Waltham Forest,5_trade,118,FALSE
Haringey,Waltham Forest,6_caring_leisure,125,FALSE
Haringey,Waltham Forest,7_sales_customer,166,FALSE
Haringey,Waltham Forest,8_machine_operatives,100,FALSE
Haringey,Waltham Forest,9_elementary,202,FALSE
Haringey,Wandsworth,1_managers_senior,59,TRUE
Haringey,Wandsworth,2_professional,165,TRUE
Haringey,Wandsworth,3_associate_professional,80,TRUE
Haringey,Wandsworth,4_administrative,60,FALSE
Haringey,Wandsworth,5_trade,52,FALSE
Haringey,Wandsworth,6_caring_leisure,49,FALSE
Haringey,Wandsworth,7_sales_customer,36,FALSE
Haringey,Wandsworth,8_machine_operatives,22,FALSE
Haringey,Wandsworth,9_elementary,71,FALSE
Haringey,Westminster,1_managers_senior,1772,TRUE
Haringey,Westminster,2_professional,3472,TRUE
Haringey,Westminster,3_associate_professional,2886,TRUE
Haringey,Westminster,4_administrative,2232,FALSE
Haringey,Westminster,5_trade,914,FALSE
Haringey,Westminster,6_caring_leisure,716,FALSE
Haringey,Westminster,7_sales_customer,1380,FALSE
Haringey,Westminster,8_machine_operatives,240,FALSE
Haringey,Westminster,9_elementary,1901,FALSE
Harrow,Barking and Dagenham,1_managers_senior,10,TRUE
Harrow,Barking and Dagenham,2_professional,18,TRUE
Harrow,Barking and Dagenham,3_associate_professional,7,TRUE
Harrow,Barking and Dagenham,4_administrative,12,FALSE
Harrow,Barking and Dagenham,5_trade,2,FALSE
Harrow,Barking and Dagenham,6_caring_leisure,0,FALSE
Harrow,Barking and Dagenham,7_sales_customer,5,FALSE
Harrow,Barking and Dagenham,8_machine_operatives,3,FALSE
Harrow,Barking and Dagenham,9_elementary,5,FALSE
Harrow,Barnet,1_managers_senior,533,TRUE
Harrow,Barnet,2_professional,898,TRUE
Harrow,Barnet,3_associate_professional,504,TRUE
Harrow,Barnet,4_administrative,866,FALSE
Harrow,Barnet,5_trade,247,FALSE
Harrow,Barnet,6_caring_leisure,431,FALSE
Harrow,Barnet,7_sales_customer,913,FALSE
Harrow,Barnet,8_machine_operatives,286,FALSE
Harrow,Barnet,9_elementary,362,FALSE
Harrow,Bexley,1_managers_senior,4,TRUE
Harrow,Bexley,2_professional,6,TRUE
Harrow,Bexley,3_associate_professional,1,TRUE
Harrow,Bexley,4_administrative,0,FALSE
Harrow,Bexley,5_trade,5,FALSE
Harrow,Bexley,6_caring_leisure,0,FALSE
Harrow,Bexley,7_sales_customer,1,FALSE
Harrow,Bexley,8_machine_operatives,0,FALSE
Harrow,Bexley,9_elementary,1,FALSE
Harrow,Brent,1_managers_senior,1154,TRUE
Harrow,Brent,2_professional,2354,TRUE
Harrow,Brent,3_associate_professional,995,TRUE
Harrow,Brent,4_administrative,1925,FALSE
Harrow,Brent,5_trade,569,FALSE
Harrow,Brent,6_caring_leisure,833,FALSE
Harrow,Brent,7_sales_customer,1040,FALSE
Harrow,Brent,8_machine_operatives,623,FALSE
Harrow,Brent,9_elementary,871,FALSE
Harrow,Bromley,1_managers_senior,9,TRUE
Harrow,Bromley,2_professional,11,TRUE
Harrow,Bromley,3_associate_professional,12,TRUE
Harrow,Bromley,4_administrative,6,FALSE
Harrow,Bromley,5_trade,6,FALSE
Harrow,Bromley,6_caring_leisure,1,FALSE
Harrow,Bromley,7_sales_customer,5,FALSE
Harrow,Bromley,8_machine_operatives,0,FALSE
Harrow,Bromley,9_elementary,1,FALSE
Harrow,Camden,1_managers_senior,561,TRUE
Harrow,Camden,2_professional,1341,TRUE
Harrow,Camden,3_associate_professional,644,TRUE
Harrow,Camden,4_administrative,704,FALSE
Harrow,Camden,5_trade,157,FALSE
Harrow,Camden,6_caring_leisure,177,FALSE
Harrow,Camden,7_sales_customer,312,FALSE
Harrow,Camden,8_machine_operatives,103,FALSE
Harrow,Camden,9_elementary,147,FALSE
Harrow,City of London,1_managers_senior,594,TRUE
Harrow,City of London,2_professional,1483,TRUE
Harrow,City of London,3_associate_professional,923,TRUE
Harrow,City of London,4_administrative,546,FALSE
Harrow,City of London,5_trade,79,FALSE
Harrow,City of London,6_caring_leisure,45,FALSE
Harrow,City of London,7_sales_customer,98,FALSE
Harrow,City of London,8_machine_operatives,29,FALSE
Harrow,City of London,9_elementary,75,FALSE
Harrow,Croydon,1_managers_senior,15,TRUE
Harrow,Croydon,2_professional,43,TRUE
Harrow,Croydon,3_associate_professional,25,TRUE
Harrow,Croydon,4_administrative,17,FALSE
Harrow,Croydon,5_trade,8,FALSE
Harrow,Croydon,6_caring_leisure,2,FALSE
Harrow,Croydon,7_sales_customer,9,FALSE
Harrow,Croydon,8_machine_operatives,2,FALSE
Harrow,Croydon,9_elementary,8,FALSE
Harrow,Ealing,1_managers_senior,654,TRUE
Harrow,Ealing,2_professional,939,TRUE
Harrow,Ealing,3_associate_professional,543,TRUE
Harrow,Ealing,4_administrative,701,FALSE
Harrow,Ealing,5_trade,366,FALSE
Harrow,Ealing,6_caring_leisure,231,FALSE
Harrow,Ealing,7_sales_customer,475,FALSE
Harrow,Ealing,8_machine_operatives,450,FALSE
Harrow,Ealing,9_elementary,665,FALSE
Harrow,Enfield,1_managers_senior,68,TRUE
Harrow,Enfield,2_professional,123,TRUE
Harrow,Enfield,3_associate_professional,45,TRUE
Harrow,Enfield,4_administrative,51,FALSE
Harrow,Enfield,5_trade,42,FALSE
Harrow,Enfield,6_caring_leisure,16,FALSE
Harrow,Enfield,7_sales_customer,39,FALSE
Harrow,Enfield,8_machine_operatives,19,FALSE
Harrow,Enfield,9_elementary,30,FALSE
Harrow,Greenwich,1_managers_senior,12,TRUE
Harrow,Greenwich,2_professional,37,TRUE
Harrow,Greenwich,3_associate_professional,23,TRUE
Harrow,Greenwich,4_administrative,12,FALSE
Harrow,Greenwich,5_trade,14,FALSE
Harrow,Greenwich,6_caring_leisure,13,FALSE
Harrow,Greenwich,7_sales_customer,9,FALSE
Harrow,Greenwich,8_machine_operatives,5,FALSE
Harrow,Greenwich,9_elementary,5,FALSE
Harrow,Hackney,1_managers_senior,63,TRUE
Harrow,Hackney,2_professional,152,TRUE
Harrow,Hackney,3_associate_professional,117,TRUE
Harrow,Hackney,4_administrative,44,FALSE
Harrow,Hackney,5_trade,40,FALSE
Harrow,Hackney,6_caring_leisure,13,FALSE
Harrow,Hackney,7_sales_customer,26,FALSE
Harrow,Hackney,8_machine_operatives,17,FALSE
Harrow,Hackney,9_elementary,17,FALSE
Harrow,Hammersmith and Fulham,1_managers_senior,242,TRUE
Harrow,Hammersmith and Fulham,2_professional,538,TRUE
Harrow,Hammersmith and Fulham,3_associate_professional,337,TRUE
Harrow,Hammersmith and Fulham,4_administrative,266,FALSE
Harrow,Hammersmith and Fulham,5_trade,91,FALSE
Harrow,Hammersmith and Fulham,6_caring_leisure,71,FALSE
Harrow,Hammersmith and Fulham,7_sales_customer,247,FALSE
Harrow,Hammersmith and Fulham,8_machine_operatives,83,FALSE
Harrow,Hammersmith and Fulham,9_elementary,114,FALSE
Harrow,Haringey,1_managers_senior,60,TRUE
Harrow,Haringey,2_professional,99,TRUE
Harrow,Haringey,3_associate_professional,45,TRUE
Harrow,Haringey,4_administrative,42,FALSE
Harrow,Haringey,5_trade,26,FALSE
Harrow,Haringey,6_caring_leisure,25,FALSE
Harrow,Haringey,7_sales_customer,41,FALSE
Harrow,Haringey,8_machine_operatives,24,FALSE
Harrow,Haringey,9_elementary,16,FALSE
Harrow,Harrow,1_managers_senior,1987,TRUE
Harrow,Harrow,2_professional,3833,TRUE
Harrow,Harrow,3_associate_professional,1836,TRUE
Harrow,Harrow,4_administrative,3450,FALSE
Harrow,Harrow,5_trade,1062,FALSE
Harrow,Harrow,6_caring_leisure,3166,FALSE
Harrow,Harrow,7_sales_customer,2729,FALSE
Harrow,Harrow,8_machine_operatives,1042,FALSE
Harrow,Harrow,9_elementary,2380,FALSE
Harrow,Havering,1_managers_senior,6,TRUE
Harrow,Havering,2_professional,20,TRUE
Harrow,Havering,3_associate_professional,4,TRUE
Harrow,Havering,4_administrative,1,FALSE
Harrow,Havering,5_trade,3,FALSE
Harrow,Havering,6_caring_leisure,0,FALSE
Harrow,Havering,7_sales_customer,1,FALSE
Harrow,Havering,8_machine_operatives,2,FALSE
Harrow,Havering,9_elementary,3,FALSE
Harrow,Hillingdon,1_managers_senior,595,TRUE
Harrow,Hillingdon,2_professional,1451,TRUE
Harrow,Hillingdon,3_associate_professional,713,TRUE
Harrow,Hillingdon,4_administrative,811,FALSE
Harrow,Hillingdon,5_trade,351,FALSE
Harrow,Hillingdon,6_caring_leisure,549,FALSE
Harrow,Hillingdon,7_sales_customer,736,FALSE
Harrow,Hillingdon,8_machine_operatives,367,FALSE
Harrow,Hillingdon,9_elementary,688,FALSE
Harrow,Hounslow,1_managers_senior,195,TRUE
Harrow,Hounslow,2_professional,332,TRUE
Harrow,Hounslow,3_associate_professional,275,TRUE
Harrow,Hounslow,4_administrative,186,FALSE
Harrow,Hounslow,5_trade,97,FALSE
Harrow,Hounslow,6_caring_leisure,76,FALSE
Harrow,Hounslow,7_sales_customer,128,FALSE
Harrow,Hounslow,8_machine_operatives,88,FALSE
Harrow,Hounslow,9_elementary,121,FALSE
Harrow,Islington,1_managers_senior,192,TRUE
Harrow,Islington,2_professional,565,TRUE
Harrow,Islington,3_associate_professional,305,TRUE
Harrow,Islington,4_administrative,229,FALSE
Harrow,Islington,5_trade,82,FALSE
Harrow,Islington,6_caring_leisure,60,FALSE
Harrow,Islington,7_sales_customer,75,FALSE
Harrow,Islington,8_machine_operatives,48,FALSE
Harrow,Islington,9_elementary,79,FALSE
Harrow,Kensington and Chelsea,1_managers_senior,205,TRUE
Harrow,Kensington and Chelsea,2_professional,255,TRUE
Harrow,Kensington and Chelsea,3_associate_professional,174,TRUE
Harrow,Kensington and Chelsea,4_administrative,196,FALSE
Harrow,Kensington and Chelsea,5_trade,73,FALSE
Harrow,Kensington and Chelsea,6_caring_leisure,102,FALSE
Harrow,Kensington and Chelsea,7_sales_customer,173,FALSE
Harrow,Kensington and Chelsea,8_machine_operatives,37,FALSE
Harrow,Kensington and Chelsea,9_elementary,96,FALSE
Harrow,Kingston upon Thames,1_managers_senior,8,TRUE
Harrow,Kingston upon Thames,2_professional,34,TRUE
Harrow,Kingston upon Thames,3_associate_professional,11,TRUE
Harrow,Kingston upon Thames,4_administrative,13,FALSE
Harrow,Kingston upon Thames,5_trade,10,FALSE
Harrow,Kingston upon Thames,6_caring_leisure,9,FALSE
Harrow,Kingston upon Thames,7_sales_customer,16,FALSE
Harrow,Kingston upon Thames,8_machine_operatives,5,FALSE
Harrow,Kingston upon Thames,9_elementary,7,FALSE
Harrow,Lambeth,1_managers_senior,78,TRUE
Harrow,Lambeth,2_professional,203,TRUE
Harrow,Lambeth,3_associate_professional,119,TRUE
Harrow,Lambeth,4_administrative,93,FALSE
Harrow,Lambeth,5_trade,43,FALSE
Harrow,Lambeth,6_caring_leisure,21,FALSE
Harrow,Lambeth,7_sales_customer,36,FALSE
Harrow,Lambeth,8_machine_operatives,12,FALSE
Harrow,Lambeth,9_elementary,40,FALSE
Harrow,Lewisham,1_managers_senior,10,TRUE
Harrow,Lewisham,2_professional,24,TRUE
Harrow,Lewisham,3_associate_professional,9,TRUE
Harrow,Lewisham,4_administrative,9,FALSE
Harrow,Lewisham,5_trade,6,FALSE
Harrow,Lewisham,6_caring_leisure,5,FALSE
Harrow,Lewisham,7_sales_customer,15,FALSE
Harrow,Lewisham,8_machine_operatives,7,FALSE
Harrow,Lewisham,9_elementary,4,FALSE
Harrow,Merton,1_managers_senior,14,TRUE
Harrow,Merton,2_professional,22,TRUE
Harrow,Merton,3_associate_professional,21,TRUE
Harrow,Merton,4_administrative,14,FALSE
Harrow,Merton,5_trade,6,FALSE
Harrow,Merton,6_caring_leisure,6,FALSE
Harrow,Merton,7_sales_customer,4,FALSE
Harrow,Merton,8_machine_operatives,3,FALSE
Harrow,Merton,9_elementary,34,FALSE
Harrow,Newham,1_managers_senior,36,TRUE
Harrow,Newham,2_professional,53,TRUE
Harrow,Newham,3_associate_professional,23,TRUE
Harrow,Newham,4_administrative,31,FALSE
Harrow,Newham,5_trade,27,FALSE
Harrow,Newham,6_caring_leisure,12,FALSE
Harrow,Newham,7_sales_customer,23,FALSE
Harrow,Newham,8_machine_operatives,16,FALSE
Harrow,Newham,9_elementary,16,FALSE
Harrow,Redbridge,1_managers_senior,13,TRUE
Harrow,Redbridge,2_professional,19,TRUE
Harrow,Redbridge,3_associate_professional,18,TRUE
Harrow,Redbridge,4_administrative,10,FALSE
Harrow,Redbridge,5_trade,11,FALSE
Harrow,Redbridge,6_caring_leisure,4,FALSE
Harrow,Redbridge,7_sales_customer,6,FALSE
Harrow,Redbridge,8_machine_operatives,6,FALSE
Harrow,Redbridge,9_elementary,4,FALSE
Harrow,Richmond upon Thames,1_managers_senior,54,TRUE
Harrow,Richmond upon Thames,2_professional,90,TRUE
Harrow,Richmond upon Thames,3_associate_professional,45,TRUE
Harrow,Richmond upon Thames,4_administrative,28,FALSE
Harrow,Richmond upon Thames,5_trade,17,FALSE
Harrow,Richmond upon Thames,6_caring_leisure,25,FALSE
Harrow,Richmond upon Thames,7_sales_customer,45,FALSE
Harrow,Richmond upon Thames,8_machine_operatives,26,FALSE
Harrow,Richmond upon Thames,9_elementary,25,FALSE
Harrow,Southwark,1_managers_senior,157,TRUE
Harrow,Southwark,2_professional,451,TRUE
Harrow,Southwark,3_associate_professional,265,TRUE
Harrow,Southwark,4_administrative,181,FALSE
Harrow,Southwark,5_trade,43,FALSE
Harrow,Southwark,6_caring_leisure,27,FALSE
Harrow,Southwark,7_sales_customer,70,FALSE
Harrow,Southwark,8_machine_operatives,32,FALSE
Harrow,Southwark,9_elementary,46,FALSE
Harrow,Sutton,1_managers_senior,7,TRUE
Harrow,Sutton,2_professional,12,TRUE
Harrow,Sutton,3_associate_professional,4,TRUE
Harrow,Sutton,4_administrative,4,FALSE
Harrow,Sutton,5_trade,4,FALSE
Harrow,Sutton,6_caring_leisure,0,FALSE
Harrow,Sutton,7_sales_customer,2,FALSE
Harrow,Sutton,8_machine_operatives,1,FALSE
Harrow,Sutton,9_elementary,10,FALSE
Harrow,Tower Hamlets,1_managers_senior,411,TRUE
Harrow,Tower Hamlets,2_professional,858,TRUE
Harrow,Tower Hamlets,3_associate_professional,484,TRUE
Harrow,Tower Hamlets,4_administrative,255,FALSE
Harrow,Tower Hamlets,5_trade,40,FALSE
Harrow,Tower Hamlets,6_caring_leisure,20,FALSE
Harrow,Tower Hamlets,7_sales_customer,44,FALSE
Harrow,Tower Hamlets,8_machine_operatives,27,FALSE
Harrow,Tower Hamlets,9_elementary,43,FALSE
Harrow,Waltham Forest,1_managers_senior,33,TRUE
Harrow,Waltham Forest,2_professional,45,TRUE
Harrow,Waltham Forest,3_associate_professional,15,TRUE
Harrow,Waltham Forest,4_administrative,19,FALSE
Harrow,Waltham Forest,5_trade,8,FALSE
Harrow,Waltham Forest,6_caring_leisure,9,FALSE
Harrow,Waltham Forest,7_sales_customer,14,FALSE
Harrow,Waltham Forest,8_machine_operatives,6,FALSE
Harrow,Waltham Forest,9_elementary,13,FALSE
Harrow,Wandsworth,1_managers_senior,52,TRUE
Harrow,Wandsworth,2_professional,90,TRUE
Harrow,Wandsworth,3_associate_professional,45,TRUE
Harrow,Wandsworth,4_administrative,27,FALSE
Harrow,Wandsworth,5_trade,20,FALSE
Harrow,Wandsworth,6_caring_leisure,19,FALSE
Harrow,Wandsworth,7_sales_customer,30,FALSE
Harrow,Wandsworth,8_machine_operatives,19,FALSE
Harrow,Wandsworth,9_elementary,53,FALSE
Harrow,Westminster,1_managers_senior,1139,TRUE
Harrow,Westminster,2_professional,2164,TRUE
Harrow,Westminster,3_associate_professional,1383,TRUE
Harrow,Westminster,4_administrative,1491,FALSE
Harrow,Westminster,5_trade,303,FALSE
Harrow,Westminster,6_caring_leisure,306,FALSE
Harrow,Westminster,7_sales_customer,667,FALSE
Harrow,Westminster,8_machine_operatives,153,FALSE
Harrow,Westminster,9_elementary,339,FALSE
Havering,Barking and Dagenham,1_managers_senior,632,TRUE
Havering,Barking and Dagenham,2_professional,1153,TRUE
Havering,Barking and Dagenham,3_associate_professional,780,TRUE
Havering,Barking and Dagenham,4_administrative,1254,FALSE
Havering,Barking and Dagenham,5_trade,793,FALSE
Havering,Barking and Dagenham,6_caring_leisure,640,FALSE
Havering,Barking and Dagenham,7_sales_customer,386,FALSE
Havering,Barking and Dagenham,8_machine_operatives,888,FALSE
Havering,Barking and Dagenham,9_elementary,584,FALSE
Havering,Barnet,1_managers_senior,32,TRUE
Havering,Barnet,2_professional,45,TRUE
Havering,Barnet,3_associate_professional,45,TRUE
Havering,Barnet,4_administrative,17,FALSE
Havering,Barnet,5_trade,25,FALSE
Havering,Barnet,6_caring_leisure,11,FALSE
Havering,Barnet,7_sales_customer,13,FALSE
Havering,Barnet,8_machine_operatives,19,FALSE
Havering,Barnet,9_elementary,12,FALSE
Havering,Bexley,1_managers_senior,46,TRUE
Havering,Bexley,2_professional,38,TRUE
Havering,Bexley,3_associate_professional,26,TRUE
Havering,Bexley,4_administrative,71,FALSE
Havering,Bexley,5_trade,49,FALSE
Havering,Bexley,6_caring_leisure,34,FALSE
Havering,Bexley,7_sales_customer,24,FALSE
Havering,Bexley,8_machine_operatives,41,FALSE
Havering,Bexley,9_elementary,86,FALSE
Havering,Brent,1_managers_senior,27,TRUE
Havering,Brent,2_professional,34,TRUE
Havering,Brent,3_associate_professional,21,TRUE
Havering,Brent,4_administrative,19,FALSE
Havering,Brent,5_trade,21,FALSE
Havering,Brent,6_caring_leisure,4,FALSE
Havering,Brent,7_sales_customer,5,FALSE
Havering,Brent,8_machine_operatives,13,FALSE
Havering,Brent,9_elementary,7,FALSE
Havering,Bromley,1_managers_senior,25,TRUE
Havering,Bromley,2_professional,31,TRUE
Havering,Bromley,3_associate_professional,15,TRUE
Havering,Bromley,4_administrative,20,FALSE
Havering,Bromley,5_trade,26,FALSE
Havering,Bromley,6_caring_leisure,10,FALSE
Havering,Bromley,7_sales_customer,12,FALSE
Havering,Bromley,8_machine_operatives,7,FALSE
Havering,Bromley,9_elementary,10,FALSE
Havering,Camden,1_managers_senior,206,TRUE
Havering,Camden,2_professional,478,TRUE
Havering,Camden,3_associate_professional,433,TRUE
Havering,Camden,4_administrative,556,FALSE
Havering,Camden,5_trade,147,FALSE
Havering,Camden,6_caring_leisure,82,FALSE
Havering,Camden,7_sales_customer,71,FALSE
Havering,Camden,8_machine_operatives,62,FALSE
Havering,Camden,9_elementary,77,FALSE
Havering,City of London,1_managers_senior,915,TRUE
Havering,City of London,2_professional,997,TRUE
Havering,City of London,3_associate_professional,2001,TRUE
Havering,City of London,4_administrative,2924,FALSE
Havering,City of London,5_trade,265,FALSE
Havering,City of London,6_caring_leisure,129,FALSE
Havering,City of London,7_sales_customer,165,FALSE
Havering,City of London,8_machine_operatives,78,FALSE
Havering,City of London,9_elementary,285,FALSE
Havering,Croydon,1_managers_senior,17,TRUE
Havering,Croydon,2_professional,21,TRUE
Havering,Croydon,3_associate_professional,13,TRUE
Havering,Croydon,4_administrative,11,FALSE
Havering,Croydon,5_trade,23,FALSE
Havering,Croydon,6_caring_leisure,1,FALSE
Havering,Croydon,7_sales_customer,2,FALSE
Havering,Croydon,8_machine_operatives,7,FALSE
Havering,Croydon,9_elementary,4,FALSE
Havering,Ealing,1_managers_senior,17,TRUE
Havering,Ealing,2_professional,30,TRUE
Havering,Ealing,3_associate_professional,31,TRUE
Havering,Ealing,4_administrative,14,FALSE
Havering,Ealing,5_trade,41,FALSE
Havering,Ealing,6_caring_leisure,12,FALSE
Havering,Ealing,7_sales_customer,7,FALSE
Havering,Ealing,8_machine_operatives,23,FALSE
Havering,Ealing,9_elementary,5,FALSE
Havering,Enfield,1_managers_senior,76,TRUE
Havering,Enfield,2_professional,61,TRUE
Havering,Enfield,3_associate_professional,79,TRUE
Havering,Enfield,4_administrative,44,FALSE
Havering,Enfield,5_trade,53,FALSE
Havering,Enfield,6_caring_leisure,27,FALSE
Havering,Enfield,7_sales_customer,29,FALSE
Havering,Enfield,8_machine_operatives,99,FALSE
Havering,Enfield,9_elementary,47,FALSE
Havering,Greenwich,1_managers_senior,42,TRUE
Havering,Greenwich,2_professional,65,TRUE
Havering,Greenwich,3_associate_professional,55,TRUE
Havering,Greenwich,4_administrative,53,FALSE
Havering,Greenwich,5_trade,63,FALSE
Havering,Greenwich,6_caring_leisure,17,FALSE
Havering,Greenwich,7_sales_customer,23,FALSE
Havering,Greenwich,8_machine_operatives,42,FALSE
Havering,Greenwich,9_elementary,30,FALSE
Havering,Hackney,1_managers_senior,141,TRUE
Havering,Hackney,2_professional,184,TRUE
Havering,Hackney,3_associate_professional,266,TRUE
Havering,Hackney,4_administrative,237,FALSE
Havering,Hackney,5_trade,117,FALSE
Havering,Hackney,6_caring_leisure,66,FALSE
Havering,Hackney,7_sales_customer,40,FALSE
Havering,Hackney,8_machine_operatives,61,FALSE
Havering,Hackney,9_elementary,56,FALSE
Havering,Hammersmith and Fulham,1_managers_senior,54,TRUE
Havering,Hammersmith and Fulham,2_professional,85,TRUE
Havering,Hammersmith and Fulham,3_associate_professional,81,TRUE
Havering,Hammersmith and Fulham,4_administrative,64,FALSE
Havering,Hammersmith and Fulham,5_trade,30,FALSE
