o_bor,d_bor,occ_type,count,is_prof
Wandsworth,Enfield,5_trade,24,FALSE
Wandsworth,Enfield,6_caring_leisure,22,FALSE
Wandsworth,Enfield,7_sales_customer,26,FALSE
Wandsworth,Enfield,8_machine_operatives,8,FALSE
Wandsworth,Enfield,9_elementary,25,FALSE
Wandsworth,Greenwich,1_managers_senior,46,TRUE
Wandsworth,Greenwich,2_professional,130,TRUE
Wandsworth,Greenwich,3_associate_professional,66,TRUE
Wandsworth,Greenwich,4_administrative,33,FALSE
Wandsworth,Greenwich,5_trade,14,FALSE
Wandsworth,Greenwich,6_caring_leisure,22,FALSE
Wandsworth,Greenwich,7_sales_customer,17,FALSE
Wandsworth,Greenwich,8_machine_operatives,8,FALSE
Wandsworth,Greenwich,9_elementary,17,FALSE
Wandsworth,Hackney,1_managers_senior,211,TRUE
Wandsworth,Hackney,2_professional,466,TRUE
Wandsworth,Hackney,3_associate_professional,384,TRUE
Wandsworth,Hackney,4_administrative,120,FALSE
Wandsworth,Hackney,5_trade,43,FALSE
Wandsworth,Hackney,6_caring_leisure,30,FALSE
Wandsworth,Hackney,7_sales_customer,36,FALSE
Wandsworth,Hackney,8_machine_operatives,15,FALSE
Wandsworth,Hackney,9_elementary,35,FALSE
Wandsworth,Hammersmith and Fulham,1_managers_senior,1106,TRUE
Wandsworth,Hammersmith and Fulham,2_professional,2001,TRUE
Wandsworth,Hammersmith and Fulham,3_associate_professional,1812,TRUE
Wandsworth,Hammersmith and Fulham,4_administrative,759,FALSE
Wandsworth,Hammersmith and Fulham,5_trade,296,FALSE
Wandsworth,Hammersmith and Fulham,6_caring_leisure,453,FALSE
Wandsworth,Hammersmith and Fulham,7_sales_customer,505,FALSE
Wandsworth,Hammersmith and Fulham,8_machine_operatives,164,FALSE
Wandsworth,Hammersmith and Fulham,9_elementary,522,FALSE
Wandsworth,Haringey,1_managers_senior,26,TRUE
Wandsworth,Haringey,2_professional,86,TRUE
Wandsworth,Haringey,3_associate_professional,41,TRUE
Wandsworth,Haringey,4_administrative,17,FALSE
Wandsworth,Haringey,5_trade,14,FALSE
Wandsworth,Haringey,6_caring_leisure,23,FALSE
Wandsworth,Haringey,7_sales_customer,16,FALSE
Wandsworth,Haringey,8_machine_operatives,11,FALSE
Wandsworth,Haringey,9_elementary,25,FALSE
Wandsworth,Harrow,1_managers_senior,18,TRUE
Wandsworth,Harrow,2_professional,46,TRUE
Wandsworth,Harrow,3_associate_professional,21,TRUE
Wandsworth,Harrow,4_administrative,12,FALSE
Wandsworth,Harrow,5_trade,6,FALSE
Wandsworth,Harrow,6_caring_leisure,6,FALSE
Wandsworth,Harrow,7_sales_customer,9,FALSE
Wandsworth,Harrow,8_machine_operatives,5,FALSE
Wandsworth,Harrow,9_elementary,5,FALSE
Wandsworth,Havering,1_managers_senior,5,TRUE
Wandsworth,Havering,2_professional,19,TRUE
Wandsworth,Havering,3_associate_professional,1,TRUE
Wandsworth,Havering,4_administrative,2,FALSE
Wandsworth,Havering,5_trade,4,FALSE
Wandsworth,Havering,6_caring_leisure,2,FALSE
Wandsworth,Havering,7_sales_customer,5,FALSE
Wandsworth,Havering,8_machine_operatives,2,FALSE
Wandsworth,Havering,9_elementary,3,FALSE
Wandsworth,Hillingdon,1_managers_senior,96,TRUE
Wandsworth,Hillingdon,2_professional,156,TRUE
Wandsworth,Hillingdon,3_associate_professional,166,TRUE
Wandsworth,Hillingdon,4_administrative,53,FALSE
Wandsworth,Hillingdon,5_trade,33,FALSE
Wandsworth,Hillingdon,6_caring_leisure,123,FALSE
Wandsworth,Hillingdon,7_sales_customer,48,FALSE
Wandsworth,Hillingdon,8_machine_operatives,40,FALSE
Wandsworth,Hillingdon,9_elementary,44,FALSE
Wandsworth,Hounslow,1_managers_senior,376,TRUE
Wandsworth,Hounslow,2_professional,752,TRUE
Wandsworth,Hounslow,3_associate_professional,790,TRUE
Wandsworth,Hounslow,4_administrative,233,FALSE
Wandsworth,Hounslow,5_trade,74,FALSE
Wandsworth,Hounslow,6_caring_leisure,80,FALSE
Wandsworth,Hounslow,7_sales_customer,84,FALSE
Wandsworth,Hounslow,8_machine_operatives,60,FALSE
Wandsworth,Hounslow,9_elementary,101,FALSE
Wandsworth,Islington,1_managers_senior,655,TRUE
Wandsworth,Islington,2_professional,1417,TRUE
Wandsworth,Islington,3_associate_professional,1128,TRUE
Wandsworth,Islington,4_administrative,427,FALSE
Wandsworth,Islington,5_trade,100,FALSE
Wandsworth,Islington,6_caring_leisure,113,FALSE
Wandsworth,Islington,7_sales_customer,148,FALSE
Wandsworth,Islington,8_machine_operatives,44,FALSE
Wandsworth,Islington,9_elementary,118,FALSE
Wandsworth,Kensington and Chelsea,1_managers_senior,1073,TRUE
Wandsworth,Kensington and Chelsea,2_professional,1911,TRUE
Wandsworth,Kensington and Chelsea,3_associate_professional,1221,TRUE
Wandsworth,Kensington and Chelsea,4_administrative,861,FALSE
Wandsworth,Kensington and Chelsea,5_trade,317,FALSE
Wandsworth,Kensington and Chelsea,6_caring_leisure,605,FALSE
Wandsworth,Kensington and Chelsea,7_sales_customer,751,FALSE
Wandsworth,Kensington and Chelsea,8_machine_operatives,103,FALSE
Wandsworth,Kensington and Chelsea,9_elementary,639,FALSE
Wandsworth,Kingston upon Thames,1_managers_senior,184,TRUE
Wandsworth,Kingston upon Thames,2_professional,595,TRUE
Wandsworth,Kingston upon Thames,3_associate_professional,259,TRUE
Wandsworth,Kingston upon Thames,4_administrative,232,FALSE
Wandsworth,Kingston upon Thames,5_trade,75,FALSE
Wandsworth,Kingston upon Thames,6_caring_leisure,183,FALSE
Wandsworth,Kingston upon Thames,7_sales_customer,335,FALSE
Wandsworth,Kingston upon Thames,8_machine_operatives,76,FALSE
Wandsworth,Kingston upon Thames,9_elementary,158,FALSE
Wandsworth,Lambeth,1_managers_senior,797,TRUE
Wandsworth,Lambeth,2_professional,2099,TRUE
Wandsworth,Lambeth,3_associate_professional,1252,TRUE
Wandsworth,Lambeth,4_administrative,739,FALSE
Wandsworth,Lambeth,5_trade,264,FALSE
Wandsworth,Lambeth,6_caring_leisure,531,FALSE
Wandsworth,Lambeth,7_sales_customer,418,FALSE
Wandsworth,Lambeth,8_machine_operatives,206,FALSE
Wandsworth,Lambeth,9_elementary,453,FALSE
Wandsworth,Lewisham,1_managers_senior,49,TRUE
Wandsworth,Lewisham,2_professional,277,TRUE
Wandsworth,Lewisham,3_associate_professional,77,TRUE
Wandsworth,Lewisham,4_administrative,55,FALSE
Wandsworth,Lewisham,5_trade,40,FALSE
Wandsworth,Lewisham,6_caring_leisure,66,FALSE
Wandsworth,Lewisham,7_sales_customer,33,FALSE
Wandsworth,Lewisham,8_machine_operatives,12,FALSE
Wandsworth,Lewisham,9_elementary,45,FALSE
Wandsworth,Merton,1_managers_senior,476,TRUE
Wandsworth,Merton,2_professional,1034,TRUE
Wandsworth,Merton,3_associate_professional,562,TRUE
Wandsworth,Merton,4_administrative,501,FALSE
Wandsworth,Merton,5_trade,316,FALSE
Wandsworth,Merton,6_caring_leisure,434,FALSE
Wandsworth,Merton,7_sales_customer,583,FALSE
Wandsworth,Merton,8_machine_operatives,366,FALSE
Wandsworth,Merton,9_elementary,496,FALSE
Wandsworth,Newham,1_managers_senior,52,TRUE
Wandsworth,Newham,2_professional,152,TRUE
Wandsworth,Newham,3_associate_professional,71,TRUE
Wandsworth,Newham,4_administrative,40,FALSE
Wandsworth,Newham,5_trade,28,FALSE
Wandsworth,Newham,6_caring_leisure,19,FALSE
Wandsworth,Newham,7_sales_customer,51,FALSE
Wandsworth,Newham,8_machine_operatives,23,FALSE
Wandsworth,Newham,9_elementary,24,FALSE
Wandsworth,Redbridge,1_managers_senior,7,TRUE
Wandsworth,Redbridge,2_professional,33,TRUE
Wandsworth,Redbridge,3_associate_professional,13,TRUE
Wandsworth,Redbridge,4_administrative,3,FALSE
Wandsworth,Redbridge,5_trade,4,FALSE
Wandsworth,Redbridge,6_caring_leisure,2,FALSE
Wandsworth,Redbridge,7_sales_customer,2,FALSE
Wandsworth,Redbridge,8_machine_operatives,5,FALSE
Wandsworth,Redbridge,9_elementary,2,FALSE
Wandsworth,Richmond upon Thames,1_managers_senior,367,TRUE
Wandsworth,Richmond upon Thames,2_professional,724,TRUE
Wandsworth,Richmond upon Thames,3_associate_professional,580,TRUE
Wandsworth,Richmond upon Thames,4_administrative,222,FALSE
Wandsworth,Richmond upon Thames,5_trade,114,FALSE
Wandsworth,Richmond upon Thames,6_caring_leisure,219,FALSE
Wandsworth,Richmond upon Thames,7_sales_customer,229,FALSE
Wandsworth,Richmond upon Thames,8_machine_operatives,40,FALSE
Wandsworth,Richmond upon Thames,9_elementary,179,FALSE
Wandsworth,Southwark,1_managers_senior,804,TRUE
Wandsworth,Southwark,2_professional,2479,TRUE
Wandsworth,Southwark,3_associate_professional,1296,TRUE
Wandsworth,Southwark,4_administrative,596,FALSE
Wandsworth,Southwark,5_trade,144,FALSE
Wandsworth,Southwark,6_caring_leisure,186,FALSE
Wandsworth,Southwark,7_sales_customer,194,FALSE
Wandsworth,Southwark,8_machine_operatives,85,FALSE
Wandsworth,Southwark,9_elementary,216,FALSE
Wandsworth,Sutton,1_managers_senior,105,TRUE
Wandsworth,Sutton,2_professional,489,TRUE
Wandsworth,Sutton,3_associate_professional,134,TRUE
Wandsworth,Sutton,4_administrative,75,FALSE
Wandsworth,Sutton,5_trade,39,FALSE
Wandsworth,Sutton,6_caring_leisure,58,FALSE
Wandsworth,Sutton,7_sales_customer,65,FALSE
Wandsworth,Sutton,8_machine_operatives,71,FALSE
Wandsworth,Sutton,9_elementary,79,FALSE
Wandsworth,Tower Hamlets,1_managers_senior,1524,TRUE
Wandsworth,Tower Hamlets,2_professional,2260,TRUE
Wandsworth,Tower Hamlets,3_associate_professional,1794,TRUE
Wandsworth,Tower Hamlets,4_administrative,644,FALSE
Wandsworth,Tower Hamlets,5_trade,113,FALSE
Wandsworth,Tower Hamlets,6_caring_leisure,70,FALSE
Wandsworth,Tower Hamlets,7_sales_customer,98,FALSE
Wandsworth,Tower Hamlets,8_machine_operatives,37,FALSE
Wandsworth,Tower Hamlets,9_elementary,92,FALSE
Wandsworth,Waltham Forest,1_managers_senior,22,TRUE
Wandsworth,Waltham Forest,2_professional,45,TRUE
Wandsworth,Waltham Forest,3_associate_professional,27,TRUE
Wandsworth,Waltham Forest,4_administrative,12,FALSE
Wandsworth,Waltham Forest,5_trade,15,FALSE
Wandsworth,Waltham Forest,6_caring_leisure,10,FALSE
Wandsworth,Waltham Forest,7_sales_customer,8,FALSE
Wandsworth,Waltham Forest,8_machine_operatives,11,FALSE
Wandsworth,Waltham Forest,9_elementary,37,FALSE
Wandsworth,Wandsworth,1_managers_senior,2434,TRUE
Wandsworth,Wandsworth,2_professional,5500,TRUE
Wandsworth,Wandsworth,3_associate_professional,2810,TRUE
Wandsworth,Wandsworth,4_administrative,2958,FALSE
Wandsworth,Wandsworth,5_trade,1166,FALSE
Wandsworth,Wandsworth,6_caring_leisure,3472,FALSE
Wandsworth,Wandsworth,7_sales_customer,2182,FALSE
Wandsworth,Wandsworth,8_machine_operatives,887,FALSE
Wandsworth,Wandsworth,9_elementary,2516,FALSE
Wandsworth,Westminster,1_managers_senior,4866,TRUE
Wandsworth,Westminster,2_professional,8277,TRUE
Wandsworth,Westminster,3_associate_professional,6946,TRUE
Wandsworth,Westminster,4_administrative,4529,FALSE
Wandsworth,Westminster,5_trade,849,FALSE
Wandsworth,Westminster,6_caring_leisure,734,FALSE
Wandsworth,Westminster,7_sales_customer,1325,FALSE
Wandsworth,Westminster,8_machine_operatives,222,FALSE
Wandsworth,Westminster,9_elementary,1368,FALSE
Westminster,Barking and Dagenham,1_managers_senior,3,TRUE
Westminster,Barking and Dagenham,2_professional,11,TRUE
Westminster,Barking and Dagenham,3_associate_professional,6,TRUE
Westminster,Barking and Dagenham,4_administrative,1,FALSE
Westminster,Barking and Dagenham,5_trade,0,FALSE
Westminster,Barking and Dagenham,6_caring_leisure,0,FALSE
Westminster,Barking and Dagenham,7_sales_customer,3,FALSE
Westminster,Barking and Dagenham,8_machine_operatives,0,FALSE
Westminster,Barking and Dagenham,9_elementary,4,FALSE
Westminster,Barnet,1_managers_senior,107,TRUE
Westminster,Barnet,2_professional,207,TRUE
Westminster,Barnet,3_associate_professional,82,TRUE
Westminster,Barnet,4_administrative,66,FALSE
Westminster,Barnet,5_trade,33,FALSE
Westminster,Barnet,6_caring_leisure,54,FALSE
Westminster,Barnet,7_sales_customer,63,FALSE
Westminster,Barnet,8_machine_operatives,21,FALSE
Westminster,Barnet,9_elementary,69,FALSE
Westminster,Bexley,1_managers_senior,0,TRUE
Westminster,Bexley,2_professional,14,TRUE
Westminster,Bexley,3_associate_professional,1,TRUE
Westminster,Bexley,4_administrative,5,FALSE
Westminster,Bexley,5_trade,1,FALSE
Westminster,Bexley,6_caring_leisure,2,FALSE
Westminster,Bexley,7_sales_customer,7,FALSE
Westminster,Bexley,8_machine_operatives,2,FALSE
Westminster,Bexley,9_elementary,3,FALSE
Westminster,Brent,1_managers_senior,197,TRUE
Westminster,Brent,2_professional,316,TRUE
Westminster,Brent,3_associate_professional,157,TRUE
Westminster,Brent,4_administrative,151,FALSE
Westminster,Brent,5_trade,96,FALSE
Westminster,Brent,6_caring_leisure,125,FALSE
Westminster,Brent,7_sales_customer,122,FALSE
Westminster,Brent,8_machine_operatives,99,FALSE
Westminster,Brent,9_elementary,230,FALSE
Westminster,Bromley,1_managers_senior,11,TRUE
Westminster,Bromley,2_professional,36,TRUE
Westminster,Bromley,3_associate_professional,26,TRUE
Westminster,Bromley,4_administrative,10,FALSE
Westminster,Bromley,5_trade,5,FALSE
Westminster,Bromley,6_caring_leisure,1,FALSE
Westminster,Bromley,7_sales_customer,2,FALSE
Westminster,Bromley,8_machine_operatives,1,FALSE
Westminster,Bromley,9_elementary,7,FALSE
Westminster,Camden,1_managers_senior,1128,TRUE
Westminster,Camden,2_professional,2826,TRUE
Westminster,Camden,3_associate_professional,1309,TRUE
Westminster,Camden,4_administrative,718,FALSE
Westminster,Camden,5_trade,204,FALSE
Westminster,Camden,6_caring_leisure,293,FALSE
Westminster,Camden,7_sales_customer,341,FALSE
Westminster,Camden,8_machine_operatives,93,FALSE
Westminster,Camden,9_elementary,334,FALSE
Westminster,City of London,1_managers_senior,3388,TRUE
Westminster,City of London,2_professional,3990,TRUE
Westminster,City of London,3_associate_professional,3766,TRUE
Westminster,City of London,4_administrative,906,FALSE
Westminster,City of London,5_trade,99,FALSE
Westminster,City of London,6_caring_leisure,89,FALSE
Westminster,City of London,7_sales_customer,220,FALSE
Westminster,City of London,8_machine_operatives,36,FALSE
Westminster,City of London,9_elementary,173,FALSE
Westminster,Croydon,1_managers_senior,21,TRUE
Westminster,Croydon,2_professional,62,TRUE
Westminster,Croydon,3_associate_professional,21,TRUE
Westminster,Croydon,4_administrative,14,FALSE
Westminster,Croydon,5_trade,8,FALSE
Westminster,Croydon,6_caring_leisure,8,FALSE
Westminster,Croydon,7_sales_customer,10,FALSE
Westminster,Croydon,8_machine_operatives,3,FALSE
Westminster,Croydon,9_elementary,9,FALSE
Westminster,Ealing,1_managers_senior,180,TRUE
Westminster,Ealing,2_professional,218,TRUE
Westminster,Ealing,3_associate_professional,174,TRUE
Westminster,Ealing,4_administrative,94,FALSE
Westminster,Ealing,5_trade,54,FALSE
Westminster,Ealing,6_caring_leisure,39,FALSE
Westminster,Ealing,7_sales_customer,74,FALSE
Westminster,Ealing,8_machine_operatives,91,FALSE
Westminster,Ealing,9_elementary,137,FALSE
Westminster,Enfield,1_managers_senior,21,TRUE
Westminster,Enfield,2_professional,56,TRUE
Westminster,Enfield,3_associate_professional,28,TRUE
Westminster,Enfield,4_administrative,15,FALSE
Westminster,Enfield,5_trade,11,FALSE
Westminster,Enfield,6_caring_leisure,8,FALSE
Westminster,Enfield,7_sales_customer,15,FALSE
Westminster,Enfield,8_machine_operatives,11,FALSE
Westminster,Enfield,9_elementary,18,FALSE
Westminster,Greenwich,1_managers_senior,20,TRUE
Westminster,Greenwich,2_professional,51,TRUE
Westminster,Greenwich,3_associate_professional,23,TRUE
Westminster,Greenwich,4_administrative,12,FALSE
Westminster,Greenwich,5_trade,7,FALSE
Westminster,Greenwich,6_caring_leisure,8,FALSE
Westminster,Greenwich,7_sales_customer,8,FALSE
Westminster,Greenwich,8_machine_operatives,3,FALSE
Westminster,Greenwich,9_elementary,9,FALSE
Westminster,Hackney,1_managers_senior,149,TRUE
Westminster,Hackney,2_professional,310,TRUE
Westminster,Hackney,3_associate_professional,230,TRUE
Westminster,Hackney,4_administrative,68,FALSE
Westminster,Hackney,5_trade,29,FALSE
Westminster,Hackney,6_caring_leisure,20,FALSE
Westminster,Hackney,7_sales_customer,31,FALSE
Westminster,Hackney,8_machine_operatives,13,FALSE
Westminster,Hackney,9_elementary,33,FALSE
Westminster,Hammersmith and Fulham,1_managers_senior,384,TRUE
Westminster,Hammersmith and Fulham,2_professional,758,TRUE
Westminster,Hammersmith and Fulham,3_associate_professional,603,TRUE
Westminster,Hammersmith and Fulham,4_administrative,289,FALSE
Westminster,Hammersmith and Fulham,5_trade,111,FALSE
Westminster,Hammersmith and Fulham,6_caring_leisure,156,FALSE
Westminster,Hammersmith and Fulham,7_sales_customer,285,FALSE
Westminster,Hammersmith and Fulham,8_machine_operatives,65,FALSE
Westminster,Hammersmith and Fulham,9_elementary,176,FALSE
Westminster,Haringey,1_managers_senior,36,TRUE
Westminster,Haringey,2_professional,80,TRUE
Westminster,Haringey,3_associate_professional,35,TRUE
Westminster,Haringey,4_administrative,25,FALSE
Westminster,Haringey,5_trade,12,FALSE
Westminster,Haringey,6_caring_leisure,18,FALSE
Westminster,Haringey,7_sales_customer,18,FALSE
Westminster,Haringey,8_machine_operatives,10,FALSE
Westminster,Haringey,9_elementary,30,FALSE
Westminster,Harrow,1_managers_senior,29,TRUE
Westminster,Harrow,2_professional,68,TRUE
Westminster,Harrow,3_associate_professional,46,TRUE
Westminster,Harrow,4_administrative,19,FALSE
Westminster,Harrow,5_trade,16,FALSE
Westminster,Harrow,6_caring_leisure,18,FALSE
Westminster,Harrow,7_sales_customer,12,FALSE
Westminster,Harrow,8_machine_operatives,13,FALSE
Westminster,Harrow,9_elementary,12,FALSE
Westminster,Havering,1_managers_senior,2,TRUE
Westminster,Havering,2_professional,25,TRUE
Westminster,Havering,3_associate_professional,3,TRUE
Westminster,Havering,4_administrative,4,FALSE
Westminster,Havering,5_trade,5,FALSE
Westminster,Havering,6_caring_leisure,2,FALSE
Westminster,Havering,7_sales_customer,2,FALSE
Westminster,Havering,8_machine_operatives,1,FALSE
Westminster,Havering,9_elementary,10,FALSE
Westminster,Hillingdon,1_managers_senior,90,TRUE
Westminster,Hillingdon,2_professional,171,TRUE
Westminster,Hillingdon,3_associate_professional,113,TRUE
Westminster,Hillingdon,4_administrative,39,FALSE
Westminster,Hillingdon,5_trade,20,FALSE
Westminster,Hillingdon,6_caring_leisure,73,FALSE
Westminster,Hillingdon,7_sales_customer,25,FALSE
Westminster,Hillingdon,8_machine_operatives,21,FALSE
Westminster,Hillingdon,9_elementary,50,FALSE
Westminster,Hounslow,1_managers_senior,125,TRUE
Westminster,Hounslow,2_professional,184,TRUE
Westminster,Hounslow,3_associate_professional,198,TRUE
Westminster,Hounslow,4_administrative,58,FALSE
Westminster,Hounslow,5_trade,33,FALSE
Westminster,Hounslow,6_caring_leisure,30,FALSE
Westminster,Hounslow,7_sales_customer,25,FALSE
Westminster,Hounslow,8_machine_operatives,36,FALSE
Westminster,Hounslow,9_elementary,24,FALSE
Westminster,Islington,1_managers_senior,502,TRUE
Westminster,Islington,2_professional,864,TRUE
Westminster,Islington,3_associate_professional,740,TRUE
Westminster,Islington,4_administrative,250,FALSE
Westminster,Islington,5_trade,67,FALSE
Westminster,Islington,6_caring_leisure,85,FALSE
Westminster,Islington,7_sales_customer,84,FALSE
Westminster,Islington,8_machine_operatives,35,FALSE
Westminster,Islington,9_elementary,110,FALSE
Westminster,Kensington and Chelsea,1_managers_senior,744,TRUE
Westminster,Kensington and Chelsea,2_professional,1007,TRUE
Westminster,Kensington and Chelsea,3_associate_professional,752,TRUE
Westminster,Kensington and Chelsea,4_administrative,547,FALSE
Westminster,Kensington and Chelsea,5_trade,213,FALSE
Westminster,Kensington and Chelsea,6_caring_leisure,456,FALSE
Westminster,Kensington and Chelsea,7_sales_customer,578,FALSE
Westminster,Kensington and Chelsea,8_machine_operatives,98,FALSE
Westminster,Kensington and Chelsea,9_elementary,427,FALSE
Westminster,Kingston upon Thames,1_managers_senior,9,TRUE
Westminster,Kingston upon Thames,2_professional,50,TRUE
Westminster,Kingston upon Thames,3_associate_professional,21,TRUE
Westminster,Kingston upon Thames,4_administrative,14,FALSE
Westminster,Kingston upon Thames,5_trade,3,FALSE
Westminster,Kingston upon Thames,6_caring_leisure,7,FALSE
Westminster,Kingston upon Thames,7_sales_customer,14,FALSE
Westminster,Kingston upon Thames,8_machine_operatives,0,FALSE
Westminster,Kingston upon Thames,9_elementary,10,FALSE
Westminster,Lambeth,1_managers_senior,177,TRUE
Westminster,Lambeth,2_professional,577,TRUE
Westminster,Lambeth,3_associate_professional,298,TRUE
Westminster,Lambeth,4_administrative,150,FALSE
Westminster,Lambeth,5_trade,64,FALSE
Westminster,Lambeth,6_caring_leisure,84,FALSE
Westminster,Lambeth,7_sales_customer,80,FALSE
Westminster,Lambeth,8_machine_operatives,55,FALSE
